Date,ID,Email Received,Email Opened,Link Clicked
8/10/2019,C031,FALSE,FALSE,FALSE
6/14/2019,C236,TRUE,FALSE,FALSE
3/24/2019,C250,FALSE,FALSE,FALSE
6/2/2019,C011,FALSE,FALSE,FALSE
12/19/2019,C186,FALSE,FALSE,FALSE
11/14/2019,C220,FALSE,FALSE,FALSE
9/14/2019,C070,FALSE,FALSE,FALSE
1/6/2019,C251,FALSE,FALSE,FALSE
5/5/2019,C171,TRUE,FALSE,FALSE
7/3/2019,C057,TRUE,TRUE,TRUE
10/15/2019,C197,FALSE,FALSE,FALSE
1/27/2019,C236,TRUE,TRUE,TRUE
6/24/2019,C237,TRUE,FALSE,FALSE
6/3/2019,C129,FALSE,FALSE,FALSE
4/25/2019,C026,FALSE,FALSE,FALSE
11/26/2019,C155,FALSE,FALSE,FALSE
1/1/2019,C226,TRUE,FALSE,FALSE
1/18/2019,C204,FALSE,FALSE,FALSE
1/26/2019,C007,TRUE,FALSE,FALSE
12/15/2019,C185,TRUE,FALSE,FALSE
2/18/2019,C018,FALSE,FALSE,FALSE
1/20/2019,C194,TRUE,FALSE,FALSE
2/16/2019,C157,TRUE,FALSE,FALSE
10/31/2019,C230,TRUE,FALSE,FALSE
8/16/2019,C049,FALSE,FALSE,FALSE
6/23/2019,C195,TRUE,FALSE,FALSE
6/1/2019,C205,FALSE,FALSE,FALSE
7/20/2019,C256,FALSE,FALSE,FALSE
12/23/2019,C043,FALSE,FALSE,FALSE
2/18/2019,C061,TRUE,FALSE,FALSE
7/20/2019,C084,TRUE,TRUE,TRUE
1/26/2019,C163,FALSE,FALSE,FALSE
11/19/2019,C188,FALSE,FALSE,FALSE
4/2/2019,C097,FALSE,FALSE,FALSE
12/2/2019,C202,TRUE,TRUE,TRUE
1/18/2019,C246,FALSE,FALSE,FALSE
12/11/2019,C006,FALSE,FALSE,FALSE
5/10/2019,C246,TRUE,TRUE,FALSE
1/2/2019,C223,FALSE,FALSE,FALSE
11/7/2019,C152,FALSE,FALSE,FALSE
8/9/2019,C177,TRUE,TRUE,FALSE
6/1/2019,C124,TRUE,FALSE,FALSE
12/16/2019,C004,TRUE,FALSE,FALSE
11/1/2019,C001,TRUE,TRUE,FALSE
5/14/2019,C232,TRUE,FALSE,FALSE
3/27/2019,C173,TRUE,FALSE,FALSE
6/8/2019,C075,TRUE,TRUE,TRUE
11/7/2019,C255,FALSE,FALSE,FALSE
3/30/2019,C243,TRUE,FALSE,FALSE
2/2/2019,C253,TRUE,FALSE,FALSE
8/31/2019,C083,FALSE,FALSE,FALSE
1/4/2019,C081,FALSE,FALSE,FALSE
6/16/2019,C227,TRUE,FALSE,FALSE
8/16/2019,C139,TRUE,TRUE,TRUE
10/17/2019,C193,TRUE,TRUE,TRUE
9/14/2019,C250,FALSE,FALSE,FALSE
5/25/2019,C126,FALSE,FALSE,FALSE
12/23/2019,C083,FALSE,FALSE,FALSE
6/11/2019,C190,FALSE,FALSE,FALSE
11/13/2019,C046,TRUE,TRUE,TRUE
10/28/2019,C127,TRUE,TRUE,TRUE
3/13/2019,C131,FALSE,FALSE,FALSE
7/21/2019,C218,FALSE,FALSE,FALSE
7/1/2019,C037,FALSE,FALSE,FALSE
4/24/2019,C257,TRUE,FALSE,FALSE
11/8/2019,C024,FALSE,FALSE,FALSE
6/15/2019,C016,TRUE,TRUE,TRUE
5/30/2019,C168,FALSE,FALSE,FALSE
12/19/2019,C038,FALSE,FALSE,FALSE
12/16/2019,C226,TRUE,FALSE,FALSE
3/13/2019,C055,TRUE,FALSE,FALSE
4/9/2019,C030,TRUE,FALSE,FALSE
5/14/2019,C056,TRUE,TRUE,TRUE
1/28/2019,C113,TRUE,FALSE,FALSE
2/18/2019,C111,FALSE,FALSE,FALSE
11/3/2019,C245,FALSE,FALSE,FALSE
10/10/2019,C169,FALSE,FALSE,FALSE
9/28/2019,C190,TRUE,FALSE,FALSE
9/25/2019,C010,FALSE,FALSE,FALSE
7/7/2019,C235,TRUE,FALSE,FALSE
8/1/2019,C160,TRUE,TRUE,FALSE
1/29/2019,C144,FALSE,FALSE,FALSE
9/4/2019,C173,TRUE,TRUE,TRUE
1/24/2019,C261,FALSE,FALSE,FALSE
1/10/2019,C176,TRUE,FALSE,FALSE
9/15/2019,C139,FALSE,FALSE,FALSE
3/5/2019,C127,TRUE,TRUE,FALSE
9/4/2019,C119,TRUE,FALSE,FALSE
2/15/2019,C194,FALSE,FALSE,FALSE
11/14/2019,C061,FALSE,FALSE,FALSE
7/20/2019,C233,FALSE,FALSE,FALSE
3/12/2019,C253,TRUE,FALSE,FALSE
11/22/2019,C077,TRUE,FALSE,FALSE
11/3/2019,C145,FALSE,FALSE,FALSE
1/22/2019,C062,TRUE,FALSE,FALSE
8/27/2019,C059,FALSE,FALSE,FALSE
10/17/2019,C213,TRUE,TRUE,TRUE
7/18/2019,C094,FALSE,FALSE,FALSE
12/24/2019,C261,FALSE,FALSE,FALSE
1/15/2019,C181,TRUE,TRUE,TRUE
6/9/2019,C127,TRUE,FALSE,FALSE
6/18/2019,C101,FALSE,FALSE,FALSE
12/7/2019,C002,TRUE,TRUE,TRUE
4/21/2019,C156,FALSE,FALSE,FALSE
7/14/2019,C045,FALSE,FALSE,FALSE
10/8/2019,C098,TRUE,FALSE,FALSE
6/19/2019,C034,FALSE,FALSE,FALSE
8/15/2019,C056,FALSE,FALSE,FALSE
2/8/2019,C158,FALSE,FALSE,FALSE
9/19/2019,C121,FALSE,FALSE,FALSE
11/12/2019,C004,FALSE,FALSE,FALSE
12/4/2019,C103,FALSE,FALSE,FALSE
12/6/2019,C215,TRUE,FALSE,FALSE
4/16/2019,C213,TRUE,TRUE,TRUE
4/5/2019,C056,TRUE,FALSE,FALSE
8/27/2019,C076,FALSE,FALSE,FALSE
4/1/2019,C234,FALSE,FALSE,FALSE
1/29/2019,C138,FALSE,FALSE,FALSE
12/6/2019,C130,TRUE,TRUE,FALSE
10/11/2019,C108,TRUE,FALSE,FALSE
9/17/2019,C230,TRUE,FALSE,FALSE
6/7/2019,C203,TRUE,TRUE,TRUE
11/23/2019,C112,TRUE,TRUE,TRUE
1/23/2019,C229,TRUE,TRUE,FALSE
8/4/2019,C262,FALSE,FALSE,FALSE
11/5/2019,C044,FALSE,FALSE,FALSE
9/24/2019,C052,FALSE,FALSE,FALSE
7/29/2019,C236,TRUE,FALSE,FALSE
3/28/2019,C031,FALSE,FALSE,FALSE
8/7/2019,C116,TRUE,TRUE,TRUE
8/29/2019,C187,FALSE,FALSE,FALSE
6/21/2019,C161,FALSE,FALSE,FALSE
10/6/2019,C116,FALSE,FALSE,FALSE
8/26/2019,C078,TRUE,TRUE,FALSE
11/15/2019,C236,FALSE,FALSE,FALSE
12/25/2019,C011,FALSE,FALSE,FALSE
1/6/2019,C121,FALSE,FALSE,FALSE
10/9/2019,C153,FALSE,FALSE,FALSE
2/10/2019,C076,FALSE,FALSE,FALSE
9/15/2019,C099,TRUE,FALSE,FALSE
10/10/2019,C040,FALSE,FALSE,FALSE
12/13/2019,C171,TRUE,TRUE,TRUE
6/27/2019,C229,FALSE,FALSE,FALSE
2/11/2019,C131,TRUE,TRUE,TRUE
3/13/2019,C119,FALSE,FALSE,FALSE
1/4/2019,C009,TRUE,FALSE,FALSE
7/28/2019,C036,FALSE,FALSE,FALSE
4/22/2019,C191,TRUE,TRUE,TRUE
7/13/2019,C247,FALSE,FALSE,FALSE
7/11/2019,C079,TRUE,TRUE,TRUE
9/19/2019,C112,FALSE,FALSE,FALSE
1/15/2019,C227,FALSE,FALSE,FALSE
1/23/2019,C208,FALSE,FALSE,FALSE
12/12/2019,C057,FALSE,FALSE,FALSE
8/19/2019,C131,FALSE,FALSE,FALSE
12/31/2019,C112,TRUE,TRUE,TRUE
4/30/2019,C263,FALSE,FALSE,FALSE
12/30/2019,C035,FALSE,FALSE,FALSE
3/21/2019,C097,FALSE,FALSE,FALSE
4/16/2019,C051,TRUE,FALSE,FALSE
7/19/2019,C213,FALSE,FALSE,FALSE
4/21/2019,C164,FALSE,FALSE,FALSE
8/23/2019,C100,TRUE,FALSE,FALSE
3/24/2019,C249,TRUE,TRUE,FALSE
5/8/2019,C113,TRUE,FALSE,FALSE
4/21/2019,C099,TRUE,TRUE,FALSE
9/2/2019,C140,FALSE,FALSE,FALSE
5/3/2019,C131,FALSE,FALSE,FALSE
9/19/2019,C258,FALSE,FALSE,FALSE
5/15/2019,C088,TRUE,FALSE,FALSE
3/25/2019,C017,TRUE,TRUE,FALSE
8/18/2019,C252,TRUE,FALSE,FALSE
3/6/2019,C187,TRUE,TRUE,FALSE
3/19/2019,C022,TRUE,TRUE,FALSE
4/4/2019,C071,TRUE,FALSE,FALSE
2/10/2019,C063,FALSE,FALSE,FALSE
4/12/2019,C112,TRUE,FALSE,FALSE
7/8/2019,C131,FALSE,FALSE,FALSE
10/8/2019,C155,FALSE,FALSE,FALSE
7/21/2019,C220,TRUE,FALSE,FALSE
4/11/2019,C057,FALSE,FALSE,FALSE
10/30/2019,C166,FALSE,FALSE,FALSE
3/10/2019,C245,TRUE,TRUE,FALSE
7/1/2019,C219,TRUE,FALSE,FALSE
2/1/2019,C104,FALSE,FALSE,FALSE
9/12/2019,C223,FALSE,FALSE,FALSE
12/2/2019,C068,TRUE,FALSE,FALSE
7/17/2019,C043,FALSE,FALSE,FALSE
7/3/2019,C187,TRUE,TRUE,TRUE
1/27/2019,C059,TRUE,FALSE,FALSE
3/8/2019,C106,FALSE,FALSE,FALSE
10/31/2019,C038,TRUE,TRUE,TRUE
8/19/2019,C208,FALSE,FALSE,FALSE
12/8/2019,C050,FALSE,FALSE,FALSE
2/3/2019,C040,TRUE,FALSE,FALSE
11/5/2019,C057,TRUE,TRUE,TRUE
8/10/2019,C224,TRUE,TRUE,FALSE
3/14/2019,C107,FALSE,FALSE,FALSE
12/24/2019,C152,FALSE,FALSE,FALSE
5/27/2019,C261,TRUE,FALSE,FALSE
7/17/2019,C170,FALSE,FALSE,FALSE
11/3/2019,C241,TRUE,TRUE,TRUE
12/21/2019,C159,FALSE,FALSE,FALSE
12/3/2019,C128,FALSE,FALSE,FALSE
9/23/2019,C178,FALSE,FALSE,FALSE
4/18/2019,C140,TRUE,TRUE,TRUE
10/30/2019,C226,FALSE,FALSE,FALSE
12/14/2019,C172,TRUE,FALSE,FALSE
2/2/2019,C169,TRUE,FALSE,FALSE
2/4/2019,C128,FALSE,FALSE,FALSE
1/3/2019,C189,FALSE,FALSE,FALSE
12/4/2019,C040,FALSE,FALSE,FALSE
11/22/2019,C035,TRUE,TRUE,TRUE
10/7/2019,C079,TRUE,TRUE,FALSE
1/1/2019,C177,FALSE,FALSE,FALSE
3/6/2019,C094,TRUE,FALSE,FALSE
9/9/2019,C157,FALSE,FALSE,FALSE
12/17/2019,C249,TRUE,TRUE,TRUE
11/29/2019,C228,FALSE,FALSE,FALSE
3/20/2019,C161,FALSE,FALSE,FALSE
7/12/2019,C141,TRUE,FALSE,FALSE
11/8/2019,C060,FALSE,FALSE,FALSE
4/12/2019,C253,FALSE,FALSE,FALSE
3/25/2019,C205,FALSE,FALSE,FALSE
5/24/2019,C254,FALSE,FALSE,FALSE
10/12/2019,C110,TRUE,FALSE,FALSE
2/28/2019,C049,FALSE,FALSE,FALSE
11/9/2019,C253,TRUE,TRUE,TRUE
12/8/2019,C029,FALSE,FALSE,FALSE
2/14/2019,C043,FALSE,FALSE,FALSE
6/17/2019,C179,TRUE,TRUE,FALSE
3/16/2019,C145,TRUE,TRUE,TRUE
5/26/2019,C094,FALSE,FALSE,FALSE
6/20/2019,C159,TRUE,FALSE,FALSE
7/2/2019,C018,FALSE,FALSE,FALSE
2/10/2019,C129,FALSE,FALSE,FALSE
10/29/2019,C122,TRUE,TRUE,FALSE
12/21/2019,C206,TRUE,FALSE,FALSE
11/10/2019,C078,FALSE,FALSE,FALSE
8/31/2019,C202,FALSE,FALSE,FALSE
7/14/2019,C002,TRUE,TRUE,FALSE
1/9/2019,C073,FALSE,FALSE,FALSE
6/11/2019,C182,TRUE,TRUE,FALSE
12/15/2019,C054,FALSE,FALSE,FALSE
10/15/2019,C024,FALSE,FALSE,FALSE
2/14/2019,C024,FALSE,FALSE,FALSE
10/24/2019,C079,FALSE,FALSE,FALSE
2/10/2019,C121,FALSE,FALSE,FALSE
10/11/2019,C078,FALSE,FALSE,FALSE
1/8/2019,C209,TRUE,TRUE,FALSE
10/6/2019,C126,FALSE,FALSE,FALSE
7/22/2019,C081,FALSE,FALSE,FALSE
10/21/2019,C232,TRUE,FALSE,FALSE
2/14/2019,C242,TRUE,TRUE,FALSE
2/28/2019,C183,FALSE,FALSE,FALSE
7/7/2019,C034,FALSE,FALSE,FALSE
9/29/2019,C065,TRUE,TRUE,TRUE
2/11/2019,C156,TRUE,TRUE,TRUE
1/2/2019,C166,TRUE,FALSE,FALSE
10/15/2019,C185,TRUE,FALSE,FALSE
10/1/2019,C163,FALSE,FALSE,FALSE
11/9/2019,C114,FALSE,FALSE,FALSE
10/7/2019,C131,TRUE,TRUE,TRUE
10/12/2019,C056,FALSE,FALSE,FALSE
3/12/2019,C006,TRUE,TRUE,TRUE
7/13/2019,C180,FALSE,FALSE,FALSE
12/20/2019,C162,FALSE,FALSE,FALSE
9/26/2019,C133,TRUE,FALSE,FALSE
11/19/2019,C124,FALSE,FALSE,FALSE
1/10/2019,C162,FALSE,FALSE,FALSE
1/3/2019,C064,FALSE,FALSE,FALSE
4/12/2019,C161,TRUE,TRUE,TRUE
7/8/2019,C112,FALSE,FALSE,FALSE
8/1/2019,C041,FALSE,FALSE,FALSE
3/26/2019,C172,FALSE,FALSE,FALSE
3/5/2019,C137,TRUE,TRUE,FALSE
5/15/2019,C131,TRUE,TRUE,FALSE
9/4/2019,C206,FALSE,FALSE,FALSE
4/12/2019,C125,TRUE,FALSE,FALSE
5/2/2019,C048,FALSE,FALSE,FALSE
4/4/2019,C105,TRUE,FALSE,FALSE
2/27/2019,C178,FALSE,FALSE,FALSE
8/20/2019,C065,FALSE,FALSE,FALSE
2/3/2019,C204,FALSE,FALSE,FALSE
9/29/2019,C040,FALSE,FALSE,FALSE
8/29/2019,C023,FALSE,FALSE,FALSE
6/27/2019,C070,FALSE,FALSE,FALSE
9/19/2019,C059,FALSE,FALSE,FALSE
8/3/2019,C140,FALSE,FALSE,FALSE
3/22/2019,C261,TRUE,TRUE,FALSE
10/11/2019,C172,FALSE,FALSE,FALSE
3/6/2019,C257,TRUE,TRUE,TRUE
6/13/2019,C205,TRUE,FALSE,FALSE
3/6/2019,C261,FALSE,FALSE,FALSE
7/22/2019,C182,FALSE,FALSE,FALSE
2/26/2019,C263,FALSE,FALSE,FALSE
10/31/2019,C143,FALSE,FALSE,FALSE
4/24/2019,C114,TRUE,FALSE,FALSE
7/14/2019,C105,FALSE,FALSE,FALSE
4/27/2019,C015,FALSE,FALSE,FALSE
4/22/2019,C028,TRUE,TRUE,FALSE
3/30/2019,C213,TRUE,TRUE,FALSE
12/4/2019,C092,TRUE,FALSE,FALSE
10/30/2019,C058,FALSE,FALSE,FALSE
12/12/2019,C212,FALSE,FALSE,FALSE
1/21/2019,C105,FALSE,FALSE,FALSE
7/14/2019,C203,FALSE,FALSE,FALSE
2/11/2019,C168,TRUE,FALSE,FALSE
1/14/2019,C200,FALSE,FALSE,FALSE
3/17/2019,C042,FALSE,FALSE,FALSE
1/20/2019,C224,TRUE,TRUE,FALSE
11/15/2019,C144,FALSE,FALSE,FALSE
1/12/2019,C215,TRUE,FALSE,FALSE
8/27/2019,C228,FALSE,FALSE,FALSE
9/6/2019,C087,FALSE,FALSE,FALSE
5/11/2019,C144,TRUE,FALSE,FALSE
10/1/2019,C199,FALSE,FALSE,FALSE
4/1/2019,C133,TRUE,TRUE,TRUE
11/29/2019,C086,FALSE,FALSE,FALSE
11/14/2019,C027,FALSE,FALSE,FALSE
10/30/2019,C193,FALSE,FALSE,FALSE
5/19/2019,C237,FALSE,FALSE,FALSE
8/22/2019,C106,TRUE,FALSE,FALSE
7/20/2019,C084,TRUE,FALSE,FALSE
6/9/2019,C262,FALSE,FALSE,FALSE
11/13/2019,C165,FALSE,FALSE,FALSE
6/26/2019,C241,FALSE,FALSE,FALSE
5/14/2019,C251,TRUE,TRUE,FALSE
3/22/2019,C220,FALSE,FALSE,FALSE
2/3/2019,C036,FALSE,FALSE,FALSE
5/7/2019,C151,FALSE,FALSE,FALSE
5/25/2019,C180,FALSE,FALSE,FALSE
7/1/2019,C205,TRUE,FALSE,FALSE
5/26/2019,C038,TRUE,TRUE,TRUE
4/10/2019,C073,TRUE,TRUE,TRUE
5/7/2019,C164,FALSE,FALSE,FALSE
9/22/2019,C014,FALSE,FALSE,FALSE
9/22/2019,C076,TRUE,TRUE,FALSE
7/1/2019,C051,TRUE,TRUE,FALSE
4/21/2019,C022,FALSE,FALSE,FALSE
3/15/2019,C075,TRUE,TRUE,TRUE
7/3/2019,C263,FALSE,FALSE,FALSE
10/19/2019,C023,TRUE,TRUE,TRUE
10/5/2019,C156,TRUE,TRUE,FALSE
1/4/2019,C120,TRUE,FALSE,FALSE
10/16/2019,C171,TRUE,TRUE,FALSE
1/21/2019,C233,FALSE,FALSE,FALSE
11/18/2019,C042,FALSE,FALSE,FALSE
3/24/2019,C026,TRUE,TRUE,FALSE
9/1/2019,C252,TRUE,FALSE,FALSE
2/3/2019,C140,TRUE,FALSE,FALSE
1/3/2019,C207,TRUE,TRUE,FALSE
5/17/2019,C199,FALSE,FALSE,FALSE
11/16/2019,C157,TRUE,FALSE,FALSE
10/1/2019,C010,FALSE,FALSE,FALSE
6/10/2019,C066,TRUE,TRUE,TRUE
2/17/2019,C179,FALSE,FALSE,FALSE
9/17/2019,C031,FALSE,FALSE,FALSE
3/17/2019,C217,FALSE,FALSE,FALSE
6/10/2019,C025,TRUE,TRUE,TRUE
4/7/2019,C210,FALSE,FALSE,FALSE
2/26/2019,C019,TRUE,FALSE,FALSE
7/28/2019,C078,FALSE,FALSE,FALSE
7/1/2019,C240,TRUE,FALSE,FALSE
11/12/2019,C235,TRUE,FALSE,FALSE
4/11/2019,C107,FALSE,FALSE,FALSE
9/14/2019,C178,FALSE,FALSE,FALSE
11/10/2019,C224,FALSE,FALSE,FALSE
10/6/2019,C020,TRUE,FALSE,FALSE
11/14/2019,C029,TRUE,FALSE,FALSE
4/15/2019,C021,TRUE,FALSE,FALSE
4/11/2019,C102,TRUE,FALSE,FALSE
4/9/2019,C126,FALSE,FALSE,FALSE
5/4/2019,C022,FALSE,FALSE,FALSE
3/2/2019,C219,TRUE,FALSE,FALSE
1/11/2019,C090,TRUE,TRUE,TRUE
2/5/2019,C058,TRUE,TRUE,FALSE
11/5/2019,C082,FALSE,FALSE,FALSE
12/1/2019,C018,TRUE,FALSE,FALSE
3/12/2019,C036,FALSE,FALSE,FALSE
8/1/2019,C154,TRUE,TRUE,TRUE
9/13/2019,C059,TRUE,FALSE,FALSE
9/8/2019,C143,TRUE,TRUE,FALSE
2/27/2019,C083,FALSE,FALSE,FALSE
2/18/2019,C132,TRUE,FALSE,FALSE
12/27/2019,C095,TRUE,FALSE,FALSE
4/4/2019,C188,FALSE,FALSE,FALSE
5/18/2019,C082,TRUE,TRUE,FALSE
12/4/2019,C062,FALSE,FALSE,FALSE
6/27/2019,C064,FALSE,FALSE,FALSE
5/20/2019,C019,TRUE,TRUE,FALSE
5/30/2019,C122,FALSE,FALSE,FALSE
11/15/2019,C089,FALSE,FALSE,FALSE
10/11/2019,C138,FALSE,FALSE,FALSE
5/12/2019,C191,TRUE,FALSE,FALSE
2/27/2019,C072,FALSE,FALSE,FALSE
10/24/2019,C225,TRUE,TRUE,FALSE
8/28/2019,C099,FALSE,FALSE,FALSE
11/16/2019,C055,FALSE,FALSE,FALSE
5/27/2019,C246,FALSE,FALSE,FALSE
12/20/2019,C204,TRUE,FALSE,FALSE
10/9/2019,C037,FALSE,FALSE,FALSE
1/20/2019,C154,TRUE,TRUE,TRUE
7/25/2019,C023,FALSE,FALSE,FALSE
8/25/2019,C197,FALSE,FALSE,FALSE
7/2/2019,C051,TRUE,FALSE,FALSE
10/24/2019,C198,FALSE,FALSE,FALSE
9/16/2019,C220,FALSE,FALSE,FALSE
3/15/2019,C004,TRUE,TRUE,FALSE
2/8/2019,C033,TRUE,TRUE,FALSE
6/4/2019,C009,TRUE,FALSE,FALSE
10/30/2019,C004,TRUE,TRUE,TRUE
3/24/2019,C164,TRUE,FALSE,FALSE
2/15/2019,C024,TRUE,FALSE,FALSE
5/8/2019,C003,TRUE,TRUE,FALSE
5/8/2019,C188,TRUE,FALSE,FALSE
1/3/2019,C233,FALSE,FALSE,FALSE
12/31/2019,C125,TRUE,FALSE,FALSE
4/28/2019,C154,TRUE,FALSE,FALSE
11/23/2019,C008,FALSE,FALSE,FALSE
3/27/2019,C018,FALSE,FALSE,FALSE
12/23/2019,C207,TRUE,TRUE,TRUE
8/31/2019,C085,FALSE,FALSE,FALSE
4/22/2019,C023,FALSE,FALSE,FALSE
12/13/2019,C095,TRUE,FALSE,FALSE
3/30/2019,C203,FALSE,FALSE,FALSE
11/15/2019,C004,FALSE,FALSE,FALSE
11/26/2019,C080,FALSE,FALSE,FALSE
10/1/2019,C018,TRUE,TRUE,FALSE
4/28/2019,C219,FALSE,FALSE,FALSE
6/11/2019,C139,TRUE,TRUE,TRUE
1/2/2019,C239,TRUE,TRUE,TRUE
3/29/2019,C017,FALSE,FALSE,FALSE
9/17/2019,C174,TRUE,FALSE,FALSE
12/15/2019,C228,TRUE,TRUE,FALSE
9/11/2019,C186,TRUE,TRUE,FALSE
9/27/2019,C131,FALSE,FALSE,FALSE
10/6/2019,C030,TRUE,TRUE,TRUE
5/24/2019,C130,FALSE,FALSE,FALSE
10/30/2019,C025,TRUE,TRUE,TRUE
3/25/2019,C196,TRUE,FALSE,FALSE
11/6/2019,C099,FALSE,FALSE,FALSE
9/23/2019,C247,TRUE,TRUE,TRUE
4/26/2019,C086,FALSE,FALSE,FALSE
7/24/2019,C163,FALSE,FALSE,FALSE
9/22/2019,C088,FALSE,FALSE,FALSE
9/27/2019,C157,FALSE,FALSE,FALSE
8/14/2019,C005,TRUE,TRUE,TRUE
11/27/2019,C212,FALSE,FALSE,FALSE
3/10/2019,C059,TRUE,TRUE,FALSE
2/6/2019,C214,FALSE,FALSE,FALSE
7/11/2019,C246,FALSE,FALSE,FALSE
6/18/2019,C154,FALSE,FALSE,FALSE
12/17/2019,C139,TRUE,TRUE,TRUE
9/17/2019,C060,FALSE,FALSE,FALSE
